name,latitude,longitude
End-to-end Language Recognition Using Attention Based Hierarchical Gated Recurrent Unit Models,41.25611,-95.9775
Real-Word Errors in Arabic Texts: A Better Algorithm for Detection and Correction,12.946374,77.57877
Training language GANs from Scratch,37.99141,-1.184308
Like a Baby: Visually Situated Neural Language Acquisition,59.368816,18.053356
The Microsoft 2016 Conversational Speech Recognition System,32.7186,74.8692
SCREEN: Learning a Flat Syntactic and Semantic Spoken Language Analysis Using Artificial Neural Networks,53.130833,18.019722
"Is Word Segmentation Necessary for Deep Learning of Chinese
  Representations?",36.84222,54.439445
Targeted Syntactic Evaluation of Language Models,26.086826,119.37227
Rapid Adaptation of Neural Machine Translation to New Languages,40.0709,116.28248
The Microsoft 2017 Conversational Speech Recognition System,33.891094,35.508617
Numerically Grounded Language Models for Semantic Error Correction,38.991783,-76.82837
Efficient Transfer Learning Schemes for Personalized Language Modeling using Recurrent Neural Network,34.691257,135.50296
Polyglot Neural Language Models: A Case Study in Cross-Lingual Phonetic Representation Learning,36.38,129.403
Towards Zero-shot Language Modeling,35.854095,50.984486
Adversarial Attack on Sentiment Classification,-7.322138,112.73408
Knowledge Enhanced Contextual Word Representations,39.345005,-76.584755
What Syntactic Structures block Dependencies in RNN Language Models,29.399166,-98.62
Word Representation Learning Based on Bidirectional GRUs With Drop Loss for Sentiment Classification,37.442486,15.060408
Mind The Facts: Knowledge-Boosted Coherent Abstractive Text Summarization.,23.187141,113.3642
Generalizing Question Answering System with Pre-trained Language Model Fine-tuning,34.508663,109.09715
RNN-T For Latency Controlled ASR With Improved Beam Search,37.71436,30.27163
Transfer Fine-Tuning: A BERT Case Study,37.97771,23.74743
Language-Agnostic Representation Learning for Product Search on E-Commerce Platforms,29.76073,-95.39757
Automatic assessment of English proficiency for Japanese learners without reference sentences based on deep neural network acoustic models,24.999817,121.55814
Predicting next Word using RNN and LSTM cells: Stastical Language Modeling,22.964731,88.524376
End-to-End Code-Switching ASR for Low-Resourced Language Pairs,31.966063,34.8394
Spatio-Temporal Ranked-Attention Networks for Video Captioning,39.731667,-121.84944
"CLUECorpus2020: A Large-scale Chinese Corpus for Pre-training Language
  Model",28.630392,77.37212
A BERT-BiLSTM-CRF Model for Chinese Electronic Medical Records Named Entity Recognition,35.63753,-0.615474
Neural Machine Translation for the Bangla-English Language Pair,28.610315,77.03792
Wiki-40B: Multilingual Language Model Dataset,51.65884,-1.228243
Poster-Based Multiple Movie Genre Classification Using Inter-Channel Features,43.207962,76.66897
Combat Mobile Evasive Malware via Skip-Gram-Based Malware Detection,51.69285,5.296475
Human Activity Discovery and Recognition Using Probabilistic Finite-State Automata,40.817978,-74.41247
IntelliCode Compose: Code Generation Using Transformer,32.881,-96.763
Comparing Transformers and RNNs on predicting human sentence processing data.,59.275555,15.225
Counterfactual VQA: A Cause-Effect Look at Language Bias,48.1178,-1.670118
ControlVAE: Controllable Variational Autoencoder,36.342434,127.39193
Parallel Corpus Filtering via Pre-trained Language Models,59.93866,30.27951
Large Scale Multi-Actor Generative Dialog Modeling,50.878613,20.64
Leveraging Adversarial Training in Self-Learning for Cross-Lingual Text Classification,40.8096,-73.9635
Contextualized Sparse Representations for Real-Time Open-Domain Question Answering,41.0182,28.93626
DC-BERT: Decoupling Question and Document for Efficient Contextual Encoding,40.0779,-75.18614
MultiMix: A Robust Data Augmentation Strategy for Cross-Lingual NLP.,41.16419,-8.632943
Evaluating the Utility of Model Configurations and Data Augmentation on Clinical Semantic Textual Similarity,53.57807,9.882658
KR-BERT: A Small-Scale Korean-Specific Language Model,37.814102,45.953415
"Conceptualized Representation Learning for Chinese Biomedical Text
  Mining",39.043705,121.77236
BART for knowledge grounded conversations,43.491276,5.333269
ProSOUL: A Framework to Identify Propaganda From Online Urdu Content,45.373943,9.166034
Transformer-Based End-to-End Speech Recognition with Local Dense Synthesizer Attention,41.38932,2.116325
"AutoPrompt: Eliciting Knowledge from Language Models with Automatically
  Generated Prompts",37.410465,127.12542
On the Sentence Embeddings from Pre-trained Language Models,30.53882,114.3462
Using Transfer-based Language Models to Detect Hateful and Offensive Language Online,21.00868,105.50462
Adversarial Semantic Collisions,51.517403,-0.149424
Neural Arabic Text Diacritization: State of the Art Results and a Novel Approach for Machine Translation,-6.184438,106.821526
Meta Fine-Tuning Neural Language Models for Multi-Domain Text Mining,-19.78382,-43.94894
Augmented Natural Language for Generative Sequence Labeling,54.84674,83.10445
What is More Likely to Happen Next? Video-and-Language Future Event Prediction,24.752504,46.860348
CPM: A Large-scale Generative Chinese Pre-trained Language Model,43.60416,3.898809
DialogBERT: Discourse-Aware Response Generation via Learning to Recover and Rank Utterances,23.125656,113.28714
Multi-Channel Speech Recognition: LSTMs All the Way Through,10.471944,-64.15444
Connecting the Dots Between Fact Verification and Fake News Detection,37.745834,-25.66361
SCoRe: Pre-Training for Context Representation in Conversational Semantic Parsing,-22.911217,-43.209377
Multiclass Event Classification from Text,47.47403,19.060183
GT-Finder: Classify the family of glucose transporters with pre-trained BERT language models,47.2626,-122.4817
Extremely Small BERT Models from Mixed-Vocabulary Training,23.795044,90.404594
"InfoBERT: Improving Robustness of Language Models from An Information
  Theoretic Perspective",53.200325,-2.898073
Fine-Tuning BERT for Sentiment Analysis of Vietnamese Reviews,33.97928,-6.861206
Language model adaptation through topic decomposition and MDI estimation,42.4842,-71.2047
Analysis and Evaluation of Language Models for Word Sense Disambiguation,39.18207,117.130714
Read and Attend: Temporal Localisation in Sign Language Videos,50.59394,36.576546
GPT3Mix: Leveraging Large-scale Language Models for Text Augmentation,13.177151,80.09749
Sentiment analysis in Bengali via transfer learning using multi-lingual BERT,28.616247,77.21374
Playing Lottery Tickets with Vision and Language,24.815245,46.701492
External features enriched model for biomedical question answering,33.513435,48.36496
"VECO: Variable and Flexible Cross-lingual Pre-training for Language
  Understanding and Generation",41.46429,-87.04241
VIVO: Visual Vocabulary Pre-Training for Novel Object Captioning,52.20679,20.981253
One Teacher is Enough? Pre-trained Language Model Distillation from Multiple Teachers,45.041267,7.672926
VLM: Task-agnostic Video-Language Model Pre-training for Video Understanding,34.948875,137.16455
MenuNER: Domain-Adapted BERT Based NER Approach for a Domain with Limited Dataset and Its Application to Food Menu Domain,52.89104,-1.461832
Investigating Methods to Improve Language Model Integration for Attention-Based Encoder-Decoder ASR Models,53.404102,10.427233
Paradigm Shift in Natural Language Processing,30.268446,77.99365
Adapting Multilingual Neural Machine Translation to Unseen Languages,38.95914,-77.35996
Improving Sentiment Analysis for Social Media Applications Using an Ensemble Deep Learning Language Model,26.2418,127.75976
Improved acoustic modeling for transcribing Arabic broadcast data,38.27195,140.86131
Sentence boundary detection of spontaneous Japanese using statistical language model and support vector machines,-6.551427,106.77625
Generative language modeling for antibody design,41.121483,-85.106445
A Non-negative Approach to Language Informed Speech Separation,37.79175,-79.44456
SSHLDA: A Semi-Supervised Hierarchical Topic Model,-23.015118,-46.73786
Neural network language models for low resource languages,47.361694,7.345729
The LECTRA Corpus - Classroom Lecture Transcriptions in European Portuguese,35.55024,129.2551
Lost in Translation: Viability of Machine Translation for Cross Language Sentiment Analysis,-7.467369,112.716866
Principles of Spoken Language Recognition,48.452908,-68.51278
Semantic Dependent Word Pairs Generative Model for Fine-Grained Product Feature Mining,-16.69205,-49.250202
Headline extraction based on a combination of uni- and multidocument summarization techniques,39.913628,32.85475
Statistical machine learning for information retrieval,5.640354,-0.150622
On the use of morphological constraints in n-gram statistical language model,52.213425,20.983358
Empirical Exploration of Language Modeling for the google.com Query Stream as Applied to Mobile Voice Search,-7.338294,112.73718
N-Gram vs. Keyword-Based Passage Retrieval for Question Answering,31.45258,74.29359
Perplexity and Passion,27.675846,41.705795
Language models for hierarchical summarization,43.638924,3.863954
Autonomic Databases: Detection of Workload Shifts with n-Gram-Models,38.326,33.9761
Dialect topic modeling for improved consumer medical search.,34.949787,137.16536
A Comparison of Text-Categorization Methods Applied to N-Gram Frequency Statistics,59.948395,10.768578
Joint Ranking for Multilingual Web Search,49.174603,16.573914
The LIMSI RT06s Lecture Transcription System,34.2025,134.60527
Web-based and combined language models: a case study on noun compound identi??cation,44.001568,125.399284
Conquering Language: Using NLP on a Massive Scale to Build High Dimensional Language Models from the Web,30.74185,76.79026
IBM's LVCSR system for transcription of broadcast news used in the 1997 hub4 english evaluation,43.230797,5.445763
Evaluating Machine Translation Utility via Semantic Role Labels,0.466052,101.35595
Computational psycholinguistics : AI and connectionist models of human language processing,-1.183056,36.92611
Revisiting N-Gram Based Models for Retrieval in Degraded Large Collections,8.153231,4.253511
Towards Automatic Transcription of Large Spoken Archives in Agglutinating Languages 每 Hungarian ASR for the MALACH Project,51.498707,-2.594307
A connected speech recognition system using a diphone-based language model,29.96015,-90.12019
Tagging syllable boundaries with joint n-gram models,51.52571,-0.144584
Time dependent language model for broadcast news transcription and its post-correction,19.998919,110.33686
Text-based language identification for south african languages,30.159742,120.26037
Improving term frequency normalization for multi-topical documents and application to language modeling approaches,35.327785,129.00595
A Direct Syntax-Driven Reordering Model for Phrase-Based Machine Translation,42.296604,-87.86885
Semantic n-gram language modeling with the latent maximum entropy principle,39.904716,32.858597
The q-Gram Distance for Ordered Unlabeled Trees,33.854355,10.101853
A Fast Fertility Hidden Markov Model for Word Alignment Using MCMC,37.991768,23.769245
Fast look-ahead pruning strategies in continuous speech recognition,38.899494,-77.01758
Using prosodic information to constrain language models for spoken dialogue,50.470203,30.369106
"A Fixed-Size Encoding Method for Variable-Length Sequences with its
  Application to Neural Network Language Models",24.609886,118.06488
Mistake-driven mixture of hierarchical tag context trees,35.872967,139.64331
An n-gram-based approach for detecting approximately duplicate database records,53.48722,-2.323611
Utilizing passage-based language models for ad hoc document retrieval,30.524858,114.35861
<title>N-gram language models for document image decoding</title>,48.714085,44.528145
Tighter integration of rule-based and statistical MT in serial system combination,24.664322,46.675922
Blog distillation using random walks,31.139793,121.39514
An automated domain specific stop word generation method for natural language text classification,47.828304,1.914059
Splitting input sentence for machine translation using language model with sentence similarity,40.013634,-105.25341
Learning a subword vocabulary based on unigram likelihood,52.126625,21.37293
A Text Clustering Approach of Chinese News Based on Neural Network Language Model,19.432127,-99.15392
Spoken language translation from parallel speech audio: Simultaneous interpretation as SLT training data,35.945873,126.682175
Technology Analysis from Patent Data Using Latent Dirichlet Allocation,48.70225,2.130775
Generating training data for medical dictations,42.153786,-87.87817
Variable Length Character N-Gram Approach for Online Writeprint Identification,31.241388,32.316666
Combination of n-grams and Stochastic Context-Free Grammars for language modeling,47.604073,-122.33344
Matching model-snippets,22.57393,113.9443
Sequential learning using temporal context,51.52218,-0.122203
Online anomaly detection by using N-gram model and growing hierarchical self-organizing maps,45.523037,9.173634
Improving chunking by means of lexical-contextual information in statistical language models,40.617,-79.16
A CASE STUDY: OLIGONUCLEOTIDE PURIFICATION FROM GRAM TO HUNDRED GRAM SCALE,3.614774,98.675514
Telling Tales: Historians of Our Own Lives,38.95895,-77.0638
Automatic Speech Recognition for Vietnamese Using HTK System,43.078465,141.34525
Bayesian Chinese Spam Filter Based on Crossed N-gram,37.469574,116.33159
Estimating document frequencies in a speech corpus,2.844354,101.781845
Unsupervised word sense disambiguation with N-gram features,52.093693,5.158722
Syntactic discriminative language model rerankers for statistical machine translation,23.953,120.9347
Task adaptation in stochastic language model for Chinese homophone disambiguation,48.835514,2.364485
Named entity recognition for Sinhala language,36.81469,10.063968
"Hypocrisy, self-deception, and perplexity: The subject's enhancement as methodological criterion.",5.399146,103.07714
An efficient clustering algorithm for class-based language models,48.97754,14.448081
A Linguistically Inspired Statistical Model for Chinese Punctuation Generation,-1.454974,-48.437717
Genericity and portability for task-independent speech recognition,-31.946293,115.83656
A Semantic Similarity Language Model to Improve Automatic Image Annotation,45.658947,13.829043
On using written language training data for spoken language modeling,35.074444,129.08694
R U :-) or :-( ? Character- vs. Word-Gram Feature Selection for Sentiment Classification of OSN Corpora,37.042965,-6.43449
A method for discovering transmembrane beta-barrel proteins in Gram-negative bacterial proteomes,-18.471111,-70.311386
Phrase classes in two-level language models for ASR,5.346922,-3.985378
Joint Morphological-Lexical Language Modeling (JMLLM) for Arabic,45.20418,9.14218
"Exploiting syntactic, semantic and lexical regularities in language modeling via directed Markov random fields",35.669685,139.76068
Word N-Gram Based Classification for Data Leakage Prevention,36.504765,2.875901
Hierarchical discriminative model for spoken language understanding,-0.196763,-78.43576
Language identification using acoustic log-likelihoods of syllable-like units,26.402695,75.87506
Topic-based mixture language modelling,39.958447,-75.19898
Intersecting multilingual data for faster and better statistical translations,59.91015,10.741992
Tied-mixture language modeling in continuous space,41.385414,2.196127
Arabic language modeling with finite state transducers,37.956642,-122.549774
Resampling auxiliary data for language model adaptation in machine translation for speech,37.7364,128.8717
Integration of POStag-based Source Reordering into SMT Decoding by an Extended Search Graph,56.466393,-3.017865
Language identification of on-line documents using word shapes,36.707806,137.09628
Automatic Language Identification with Discriminative Language Characterization Based on SVM,30.041945,-94.075
Word Maturity: Computational Modeling of Word Knowledge,4.7948575,-75.68774
Text classification improved through multigram models,52.52325,13.375589
Dynamic Vocabulary Adaptation for a daily and real-time Broadcast News Transcription System,48.310555,16.26111
Statistics-based segment pattern lexicon-a new direction for Chinese language modeling,50.126667,14.382392
"Perplexity, confusion and suspicion: A study of selected forms of doctor-patient interactions",45.426334,-75.717064
Language model transformation applied to lightly supervised training of acoustic model for congress meetings,38.095165,-78.49865
Incorporating position information into a Maximum Entropy/Minimum Divergence translation model,30.532835,114.308945
Memory-Based Machine Translation and Language Modeling,22.608465,88.39524
Empirical properties of multilingual phone-to-word transduction,31.190277,121.42944
"An Adaptive, Semi-Structured Language Model Approach to Spam Filtering on a New Corpus",37.556854,126.99297
A speaker-independent Thai polysyllabic word recognition using hidden Markov model,45.547924,13.729504
Segment choice models,48.714294,2.211292
SPEECH-TO-TEXT CONVERSION IN FRENCH,50.9533,1.8795
Modeling Syntactic Structures of Topics with a Nested HMM-LDA,25.04202,121.42053
Parsimonious relevance models,-34.604645,-58.39488
"Vietnamese spelling detection and correction using Bi-gram, Minimum Edit Distance, SoundEx algorithms with some additional heuristics",41.275593,1.989534
Out-of-Vocabulary Word Modeling and Rejection for Spanish Keyword Spotting Systems,48.153145,11.549031
Hill climbing on speech lattices: A new rescoring framework,37.74389,38.231667
"Phrase Clustering for Smoothing TM Probabilities - or, How to Extract Paraphrases from Phrase Tables",51.5357,-0.1575
Large-Scale SMS Messages Mining Based on Map-Reduce,42.38148,-71.12807
Coping with out-of-vocabulary words: Open versus huge vocabulary asr,36.351265,127.30048
Phone deactivation pruning in large vocabulary continuous speech recognition,43.45853,-70.38927
Improving Speech Recognition Performance via Phone-Dependent VQ Codebooks and Adaptive Language Models in SPHINX-I1 M. Hwang R. Rosenfeld E. Thayer R. Mosur L. Chase R. Weide,49.27254,2.504223
Minimum Bayes risk discriminative language models for Arabic speech recognition,47.10875,-122.55207
Leveraging Web Query Logs to Learn User Intent Via Bayesian Discrete Latent Variable Model,36.166668,-86.83056
N-gram and N-class models for on line handwriting recognition,21.913382,-102.315025
An empirical study in source word deletion for phrase-based statistical machine translation,43.60306,1.437991
Statistical Machine Translation with Local Language Models,50.05763,8.334871
Discriminatively Trained GMMs for Language Classification Using Boosting Methods,-34.5795,-58.52638
Lattice-based Viterbi decoding techniques for speech translation,37.52884,15.085972
Automatic Language Identification Using Ergodic HMM,-34.92743,138.5999
Real-time integration of dynamic context information for improving automatic speech recognition,22.540495,113.934555
Diversity in Spectral Learning for Natural Language Parsing,-27.463888,-58.839443
Morpheme based factored language models for German LVCSR,23.255367,113.78054
Language model adaptation for automatic speech recognition and statistical machine translation,41.890835,12.476944
Tree Recurrent Neural Networks with Application to Language Modeling.,48.75793,2.168601
Short Text Classification based on feature extension using The N-Gram model,35.90295,139.93794
LeBLEU: N-gram-based Translation Evaluation Score for Morphologically Complex Languages,29.704,76.982
Summary Generation for Toponym-referenced Images using Object Type Language Models,42.81777,-73.930534
An Empirical Comparison Between N-gram and Syntactic Language Models for Word Ordering,25.136152,121.53928
Development of a Web-Scale Chinese Word N-gram Corpus with Parts of Speech Information,22.432184,87.2978
Open Information Extraction for Spanish Language based on Syntactic Constraints,-33.371986,-70.51615
Towards Domain Adaptation for Parsing Web Data,24.699934,46.77671
Hidden Markov Models in Speech and Language Processing,10.083824,78.800026
A Myanmar large vocabulary continuous speech recognition system,38.637928,-90.26506
On efficient training of word classes and their application to recurrent neural network language models,42.35886,-71.0618
The hermeneutics of mental symptoms in the Cambridge School,18.506575,73.891556
Dirichlet mixtures in text modeling,34.216328,108.906715
Is African Music Possible?,24.825556,-107.381386
N-gram density based malware detection,25.061987,121.36764
Study of Large Data Resources for Multilingual Training and System Porting,35.667114,139.73999
Language modelling for recognition and understanding using layered bigrams,48.765778,2.288417
On morph-based LVCSR improvements.,37.96111,23.708332
A New Pre-Training Method for Training Deep Learning Models with Application to Spoken Language Understanding,53.506668,-2.318611
LSTM-Based Language Models for Spontaneous Speech Recognition,50.35909,3.520484
Translation Quality Estimation using Recurrent Neural Network,24.868332,118.66902
Exploiting sentence and context representations in deep neural models for spoken language understanding,36.64521,117.06928
Automatic speech recognition based Odia system,-33.48723,-70.5184
Indonesian Twitter text authority classification for government in Bandung,40.80544,-73.96536
Reference-Aware Language Models,41.07902,122.99578
Hierarchical Question Answering for Long Documents,54.857964,83.10079
Phrase Detectives Corpus 1.0 Crowdsourced Anaphoric Coreference.,34.678844,43.653957
Automated structure discovery and parameter tuning of neural network language model based on evolution strategy,48.840782,2.587351
LSTM-CRF Models for Named Entity Recognition,54.898335,23.913889
Indonesian Automatic Speech Recognition system using CMUSphinx toolkit and limited dataset,31.84889,117.25478
End-to-End Language Identification Using High-Order Utterance Representation with Bilinear Pooling,40.542534,-3.690032
Significance of neural phonotactic models for large-scale spoken language identification,29.72126,115.998825
Spelling Correction for Morphologically Rich Language: a Case Study of Russian,25.67352,100.15738
Fewer features perform well at Native Language Identification task,52.345783,4.916179
Recurrent Neural Network to Deep Learn Conversation in Indonesian,39.80111,140.04607
Chinese Sign Language Recognition with Sequence to Sequence Learning,34.743256,-92.29304
Teach Your Robot Your Language! Trainable Neural Parser for Modeling Human Sentence Processing: Examples for 15 Languages,1.303104,103.79282
Towards end-to-end spoken language understanding,45.304653,-122.77282
"Look Before You Leap: Bridging Model-Free and Model-Based Reinforcement
  Learning for Planned-Ahead Vision-and-Language Navigation",13.745225,100.56317
Multilingual Sentiment Analysis: An RNN-Based Framework for Limited Data.,61.189884,-149.82701
Knowledge Discovery from Posts in Online Health Communities Using Unified Medical Language System,56.476673,85.04721
Adversarial domain adaptation for variational neural language generation in dialogue systems,46.042934,14.493017
On-Device Neural Language Model Based Word Prediction,41.95791,12.403038
Detecting and Classifying Crimes from Arabic Twitter Posts using Text Mining Techniques,49.40184,2.796766
Decoding Strategies for Neural Referring Expression Generation,36.073807,120.32568
Toward Kurdish language processing: Experiments in collecting and processing the AsoSoft text corpus,50.910557,11.567222
A Novel Aspect-based Sentiment Analysis Network Model Based on Multilingual Hierarchy in Online Social Network,43.202965,-77.62934
Deep Contextualized Biomedical Abbreviation Expansion,23.7212,89.1504
Compressing Neural Language Models by Sparse Word Representations,-29.168388,-51.513634
Stacked Self-Attention Networks for Visual Question Answering,60.22643,25.015362
Recurrent neural network with attention mechanism for language model,41.825867,123.46031
Improving Neural Language Modeling via Adversarial Training,45.57389,-73.558334
Contextual Parameter Generation for Universal Neural Machine Translation.,63.10552,21.59286
Evaluating Computational Language Models with Scaling Properties of Natural Language,48.526207,7.741229
Comparison of Diverse Decoding Methods from Conditional Language Models,3.158517,101.711945
Scaling Recurrent Neural Network Language Models,23.154078,113.33786
The emergence of number and syntax units in LSTM language models,59.919224,30.317896
Improving Cuneiform Language Identification with,51.230858,5.092054
Language model adaptation for language and dialect identification of text,45.76027,3.113907
Inducing brain-relevant bias in natural language processing models,56.18139,15.590556
Incorporating Word and Subword Units in Unsupervised Machine Translation Using Language Model Rescoring,28.52455,-80.68137
Continuous Sign Language Recognition via Reinforcement Learning,24.997646,121.45293
Deep Contextualized Biomedical Abbreviation Expansion,42.34675,-71.081924
Comparing gated and simple recurrent neural network architectures as models of human sentence processing,40.567493,-105.08084
Self-Educated Language Agent With Hindsight Experience Replay For Instruction Following,-32.92039,151.69261
The <i>Gilets Jaunes</i> protests: mobilisation without third-party support,13.008838,80.24471
"KEPLER: A Unified Model for Knowledge Embedding and Pre-trained Language
  Representation",30.5745,104.06955
Divisive Language and Propaganda Detection using Multi-head Attention Transformers with Deep Learning BERT-based Language Models for Binary Classification,5.235386,96.98831
Filtered Pseudo-parallel Corpus Improves Low-resource Neural Machine Translation,64.138336,-21.927221
Wide-Ranging Review Manipulation Attacks,23.112183,113.262375
Semantic Role Labeling with Pretrained Language Models for Known and Unknown Predicates,22.566683,114.0958
Red Dragon AI at TextGraphs 2019 Shared Task: Language Model Assisted Explanation Generation,33.621304,133.71985
How Can We Know What Language Models Know,33.60969,130.41615
"Pre-Training of Deep Bidirectional Protein Sequence Representations with
  Structural Information",30.08202,31.016836
From English to foreign languages: transferring pre-trained language models,29.11456,-110.92831
Bengali Text generation Using Bi-directional RNN,47.37991,8.54232
Faster Transformer Decoding: N-gram Masked Self-Attention,34.0525,-117.26417
Using a Subtractive Center Behavioral Model to Detect Malware,39.88593,116.35827
Banner: A Cost-Sensitive Contextualized Model for Bangla Named Entity Recognition,24.944098,67.122665
End-To-End Spoken Language Understanding Without Matched Language Speech Model Pretraining Data,3.683507,98.65633
Masking as an Efficient Alternative to Finetuning for Pretrained Language Models,51.4843,-3.1649
"word2word: A Collection of Bilingual Lexicons for 3,564 Language Pairs",1.348666,103.681564
Deep Contextualized Medical Concept Normalization in Social Media Text,38.04034,114.53405
Modelling Hierarchical Structure between Dialogue Policy and Natural Language Generator with Option Framework for Task-oriented Dialogue System,37.463013,121.44405
Unsupervised Paraphrase Generation using Pre-trained Language Models.,47.640682,26.243761
Learning Architectures from an Extended Search Space for Language Modeling,41.677715,123.353165
Syntactically-informed word representations from graph neural network,36.70025,48.51495
A Text Generation and Prediction System: Pre-training on New Corpora Using BERT and GPT-2,41.049618,-73.96811
"Taming Pretrained Transformers for Extreme Multi-label Text
  Classification",51.451252,-2.599884
Text Augmentation Using BERT for Image Captioning,55.66032,12.591505
Task-specific Objectives of Pre-trained Language Models for Dialogue Adaptation,25.86518,45.415257
Adaptive Deep Code Search,43.56178,1.465682
Variable-Length Chromosome for Optimizing the Structure of Recurrent Neural Network,43.63717,3.84159
Scaling Hidden Markov Language Models,34.04386,113.863754
Efficient Transformer-based Large Scale Language Representations using Hardware-friendly Block Structured Pruning,55.6885,12.5818
Cross-lingual Spoken Language Understanding with Regularized Representation Alignment,30.629984,104.07154
Neural Machine Translation System of Indic Languages - An Attention based Approach,34.0594,-118.2085
Adapting and evaluating a deep learning language model for clinical why-question answering,45.472187,9.187773
Retrofitting Structure-aware Transformer Language Model for End Tasks,47.588055,6.865833
Interpretable Entity Representations through Large-Scale Typing,36.686493,116.97839
RussianSuperGLUE: A Russian Language Understanding Evaluation Benchmark,40.707085,-74.01315
A semi-supervised model for Persian rumor verification based on content information,53.552532,9.968988
FuzzyGCP: A deep learning architecture for automatic spoken language identification from speech signals,37.88721,-122.30486
Adapting a Language Model for Controlled Affective Text Generation,-3.654255,128.19559
Investigating Learning Dynamics of BERT Fine-Tuning.,42.964493,-85.669624
Processing Large Text Corpus Using N-Gram Language Modeling and Smoothing,24.758333,120.95278
CoCon: A Self-Supervised Approach for Controlled Text Generation,41.149055,121.142006
AraELECTRA: Pre-Training Text Discriminators for Arabic Language Understanding,44.00835,-73.177376
A Hindi Image Caption Generation Framework Using Deep Learning,32.073425,118.767426
Image captioning in Hindi language using transformer networks,55.7945,49.141247
Globalizing BERT-based Transformer Architectures for Long Document Summarization,39.911026,116.41446
AdaPrompt: Adaptive Prompt-based Finetuning for Relation Extraction,51.459995,-2.594549
Generating Datasets with Pretrained Language Models,-5.182489,119.44114
"Engineering properties of black gram, soybean and green gram",-34.70667,-58.2775
Improved Neural Language Model Fusion for Streaming Recurrent Neural Network Transducer,36.63733,101.74897
Meta Self-training for Few-shot Neural Sequence Labeling,44.85591,-93.22704
A Review of On-Device Fully Neural End-to-End Automatic Speech Recognition Algorithms,42.353413,-83.054665
Towards Few-shot Fact-Checking via Perplexity,18.638584,73.84778
Multimodal Few-Shot Learning with Frozen Language Models,52.198345,-2.241904
Rethinking search,21.146128,79.075806
Automatic ICD-10 Coding and Training System: Deep Neural Network Based on Supervised Learning,40.344093,-74.59236
Contextual sentiment embeddings via bi-directional GRU language model,59.404526,17.945724
A clinical specific BERT developed using a huge Japanese clinical text corpus,45.74367,4.880336
Rapid transition to new spoken dialogue domains: language model training using knowledge from previous domain applications and web text resources,33.08225,-83.23099
Abstractive Arabic Text Summarization Based on Deep Learning,40.191666,44.50861
Large pre-trained language models contain human-like biases of what is right and wrong to do,43.23384,5.442771
Training language models to follow instructions with human feedback,30.362766,-89.5996
BERT4GCN: Using BERT Intermediate Layers to Augment GCN for Aspect-based Sentiment Classification,28.690105,116.03167
A comparative study on deep learning models for text classification of unstructured medical notes with various levels of class imbalance,32.8293,-115.50544
"ELECTRA: Pre-training Text Encoders as Discriminators Rather Than
  Generators",67.28907,14.560315
"Exploring the Limits of Transfer Learning with a Unified Text-to-Text
  Transformer",49.49516,8.432817
Development of the 2008 SRI Mandarin speech-to-text system for broadcast news and conversation,39.92328,32.86167
Rel-grams: A Probabilistic Model of Relations in Text,51.509315,-0.134703
TNO at TDT2001: Language Model-Based Topic Detection,48.856594,2.352132
Morpheme- and POS-based IBM1 and language model scores for translation quality estimation,35.309723,-83.183334
Speech recognition with a seamlessly updated language model for real-time closed-captioning,-33.81703,151.1827
Off-line acoustic modelling of non-native accents,30.17347,120.15951
"Using TAGs, a Tree Model, and a Language Model for Generation.",35.719406,139.77217
Optimisation of Character n-gram Profiles Method for Intrinsic Plagiarism Detection,39.758747,39.506187
Improved N-grams Approach for Web Page Language Identification,32.093597,34.776527
Language identification of names with SVMs,25.044695,121.61462
Cross-Language Information Retrieval with Latent Topic Models Trained on a Comparable Corpus,52.250996,-0.88968
High-Order Co-clustering Text Data on Semantics-Based Representation Model,52.103695,5.176281
Constrained Stochastic Language Models,-6.202737,106.851
Fast Evaluation of Connectionist Language Models,34.73005,135.26857
Thesaurus-Based Feedback to Support Mixed Search and Browsing Environments,56.47491,85.04962
Offline Isolated Handwritten Thai OCR Using Island-Based Projection with N-Gram Models and Hidden Markov Models,52.44966,13.647552
Unsupervised language model adaptation based on topic and role information in multiparty meetings,33.982956,116.81075
Concept based document retrieval for genomics literature,50.38277,30.49621
Discriminative Word Alignment with a Function Word Reordering Model,43.076427,-89.43218
Ensemble Methods for Handwritten Text Line Recognition Systems,47.50014,19.072727
OCR Context-Sensitive Error Correction Based on Google Web 1T 5-Gram Data Set,-35.3454,149.1009
Multiple Model Text Normalization for the Polish Language,48.269154,4.067087
Corpus-Based Arabic Stemming Using N-Grams,47.37746,8.552859
Statistical source channel models for natural language understanding,42.41411,-83.137924
"Welcoming Confusion, Embracing Uncertainty: Educating Teacher Candidates in an Age of Certitude",48.307213,18.093367
Cross Language Text Classification via Subspace Co-Regularized Multi-View Learning,37.45271,127.13263
Cutting the Long Tail: Hybrid Language Models for Translation Style Adaptation,62.59802,29.743692
Recurrent-Neural-Network for Language Detection on Twitter Code-Switching Corpus.,43.610645,1.401506
Knowledge-Based Query Expansion in Real-Time Microblog Search,34.858612,135.67612
Statistical language modeling using a small corpus from an application domain,55.69873,37.572296
Language model and acoustic model information in probabilistic speech recognition,38.877625,121.54965
An RNN-based Music Language Model for Improving Automatic Music Transcription,-6.954747,110.458534
